index,utterance_idx,utterance,video_id,sentiment
500,2.0,IT WASNT LIKE IT WASNT LIKE OH THE BOOK WAS SO MUCH HARDER THAN MOVIE,73jzhE8R1TQ,-0.8
941,10.0,SMACKING LIPS MAYBE ONLY 5 JOKES MADE ME LAUGH ,tmZoasNr4rU,-1.8
933,2.0,IM SORRY AND DISAPPOINTED TO SAY THIS I DIDNT LIKE IT,tmZoasNr4rU,-2.0
1207,11.0,I REALLY DIG THE SPECIAL EFFECTS OF THIS MOVIE,ZUXBRvtny7o,2.6
1517,14.0,AND YOU KNOW GOING INTO IT OR THESE WATCHING THE TRAILERS BEFORE HEAD I WAS REALLY KIND OF HESITANT ABOUT SEEING THE GREEN LANTERN IN THE FIRST PLACE ,2iD-tVS8NPw,-1.0
1126,57.0, BUT SOMETIMES IT JUST VEERS ENTIRELY CLICHE ACTION MOVIE TERRITORY AGAIN,2WGyTLYerpo,-1.6
189,19.0, OR NAH I WOULDNT SAY POSSUMS BUT PRAIRIE DOGS,W8NXH0Djyww,-0.75
438,18.0,THE 3D ITSELF REALLY HAD IMPROVED,LSi-o-IrDMs,1.2
1082,13.0, THERES SOME REALLY INTENSE ACTION SCENES ESPECIALLY THE SCENE WHEN THE ALIENS FIRST INVADE,2WGyTLYerpo,2.0
334,22.0,BECAUSE I JUST GOT REALLY BORED WITH IT,OtBXNcAL_lE,-2.0
1220,24.0,THE PICTURE QUALITY WAS REALLY GREAT,ZUXBRvtny7o,2.0
638,17.0, SO THAT WAS REALLY BIZZARE AND I DIDNT CARE ABOUT THE CHARACTERS AT ALL,Ci-AH39fi3Y,-2.6
338,2.0, AND JUST ITS VERY ITS VERY CHAOTIC AT THE END OF THIS MOVIE,8OtFthrtaJM,-1.0
1191,21.0,IVE NOT SEEN ONE BAD MOVIE THAT SHES BEEN INTO,BvYR0L6f2Ig,1.6
164,26.0,RELEASE THE CRACKEN ON THIS MOVIE DONT GO SEE IT GO SEE SOMETHING ELSE HOW TO TRAIN THE DRAGON AND UM THATS ALL IM GONNA SAY ABOUT THAT,Nzq88NnDkEk,-2.8
451,2.0, UM AS REALLY THE BEST WAY TO DESCRIBE THIS FILM IS ITS BIG,5W7Z1C_fDaE,1.4
25,16.0,HES PERFECT FOR THAT ROLE,Af8D0E4ZXaw,2.2
481,8.0,BUT ITS NOT BAD I THINK THE WAY MOST PEOPLE HAVE BEEN SAYING ITS BAD,Oz06ZWiO20M,-0.2
1188,18.0,SHES NICE LOOKING AS WELL,BvYR0L6f2Ig,0.0
373,14.0,UH HES SUPER ENTERTAINING AS THE CHAMELEON,WKA5OygbEKI,2.2
1331,13.0,SAME WITH UM WADES UH SWORD SCENE WHERE HES LIKE SOUND EFFECTS ITS FREAKING EPIC ,cW1FSBF59ik,2.0
310,29.0,FROM THERE IT DOES GET A BIT LIKE HUH NOT AS REAL AS WHAT HAS BEEN GOING ON,Clx4VXItLTE,-1.0
899,8.0,NOW IT ISNT A GREAT FANTASTIC TELL EVERYBODY ABOUT THAT KIND OF MOVIE,Iu2PFX3z_1s,0.0
485,12.0,UM AND AND ALL THOSE THINGS ARE TRUE BUT I DONT THINK ITS TRYING TO BE THAT,Oz06ZWiO20M,-0.6
1163,5.0, THE MOVIE ALSO DELIVERS MANY MEANINGFUL MESSAGES,9c67fiY0wGQ,2.0
431,11.0, BUT NONE OF THOSE THINGS MATTER ITS A FUN MOVIE ANYWAY ,LSi-o-IrDMs,1.4
1155,23.0,AND AND THERE IS A LOT OF IT ,8qrpnFRGt2A,-0.3333333333329999
99,19.0,AND WOULD GO OVER THE KIDS HEADS AND THIS IS WHAT THE FOURTH ONE KIND OF HAS,k5Y_838nuGo,-0.6
575,15.0,LIKE KNOWING IS HALF THE BATTLE ,etzxEpPuc6I,0.2
512,14.0,SO SINCE WERE NOT REALLY SURE WHAT THEIR FINANCIAL SITUATION IS THEY COULD BE LIKE SCRAPING BY OR THEY COULD BE TOTALLY RICH,73jzhE8R1TQ,0.0
1412,9.0,GONE ARE THE WICKEDLY SATIRICAL STAND UPS OF THE WORLD OF FAIRY TALES,dq3Nf_lMPnE,-0.8
386,5.0, AND THEY BOTH LIKED IT,I5y0__X72p0,1.4
97,17.0,BUT THEY WERE HAD ADULT HUMOUR ,k5Y_838nuGo,0.8
547,30.0,AND IT WAS AWFUL,d6hH302o4v8,-2.8
796,19.0, I MEAN MY STOMACH WAS ALMOST GOING WOHU AS WE WENT DOWN THE BIG DROP,9J25DZhivz8,0.6
773,26.0,AND IT PICKS UP SPEED AND NEVER LETS GO EV EVEN IN THE SAME XXX WHERE THEY THEY SLOW YOU KNOW THEY MEANT TO HAVE SOME DIALOGUE AND AND TALK ABOUT WHATS GOING ON YO YOU KNOW ,8d-gEyoeBzc,1.0
496,23.0,AND THE CHARACTERS ARE THEY ARE ALL JUST PLACE HOLDERS,Oz06ZWiO20M,-1.6
591,12.0,THE THE WHOLE MOVIE I WAS YOU KNOW THINKING THIS ISN AS BAD AS IVE HEARD AND IT WASNT ,Dg_0XKD0Mf4,1.2
1117,48.0, THERE ARE SOME FLAWS HERE,2WGyTLYerpo,-1.0
964,13.0,BUT OTHERWISE I DONT KNOW,1DmNV9C1hbY,-1.25
277,5.0,THE MOVIE THEATRE GAVE ME CREDIT TO A FUTURE MOVIE SO THAT I APPRECIATE IT,ZAIRrfG22O0,1.25
1008,11.0,I LIKED ANTS,PZ-lDQFboO8,0.0
483,10.0,UM IT REALLY IS NOT TRYING TO BE A DRAMATIC FILM OR AN ACTION FILM ,Oz06ZWiO20M,0.0
1254,6.0, OF THE ACTING NOTHING STANDS OUT A SPECTACULAR WHICH IS TO BE EXPECTED OF THE MOVIE LIKE THIS,pLTX3ipuDJI,-1.4
452,3.0, ITS BOLD,5W7Z1C_fDaE,0.8
1318,21.0,THE RACE STADIUM SCENE AND THE MALL SCENES IN THE BEGINNING AND THE END WHERE MASSIVE AMOUNTS OF PEOPLE DIE IN THE CRAZIEST WAYS ARE PRETTY GOOD FOR LATE NIGHT BUDDY VIEWING YOU SEE YOU KNOW WHAT I MEAN BY LATE NIGHT BUDDY VIEWINGS,atnd_PF-Lbs,2.2
822,20.0,AND I ENJOYED MYSELF A LOT AT THE MOVIE,vyB00TXsimI,2.2
1396,8.0, NUMBER ONE BECAUSE THE LOVE IS FORCED,c5xsKMxpXnc,-1.2
139,1.0,WHICH IS A REBOOT I GUESS IT WOULD BE THE BEST TERM FOR THE I BELIEVE IT WAS A 1981 MOVIE CLASH OF THE TITANS,Nzq88NnDkEk,-0.4
140,2.0,UM UNFORTUNATELLY IM GOING TO HAVE TO SAY THIS MOVIE WAS TERRIBLE,Nzq88NnDkEk,-2.8
801,24.0,AND I I ALWAYS THINK THATS HILARIOUS,9J25DZhivz8,1.2
521,4.0,AND ITS GETTING REALLY TIRING,d6hH302o4v8,-1.6
421,1.0,BUT ITS ACTUALLY WORTH TALKING ABOUT,LSi-o-IrDMs,1.0
1445,27.0,UM SAME WITH CHRISTOPHER ECCLESTON,wMbj6ajWbic,0.0
1245,15.0, SECOND THERES ONE MASSIVE PLOT HOLE IN THIS FILM AND IT IS THE SIZE OF A DRAGON THAT IS BIG AS A MOUNTAIN AND WHEN YOU SEE THE FILM YOULL PROBABLY KNOW WHAT I MEAN,MLal-t_vJPM,-1.0
252,2.0,IT JUST REALLY HEH,Bfr499ggo-0,-1.0
929,22.0,UH STORMSHADOW IS VERY COOL,nzpVDcQ0ywM,2.0
888,22.0,IT LOST A LOT OF FEELING,bvLlb-M3UXU,-1.8
384,3.0,I WAS LIKE THERES NO WAY THAT THEYRE GONNA BE ABLE TO CONVINCE ME THAT A SIXTEEN YEAR OLD GIRL CAN TAKE DOWN LIKE SIX ADULT DUDES,I5y0__X72p0,-1.6
1304,7.0,BUT AS FAR AS IM CONCERNED THIS SERIES IS GARBAGE,atnd_PF-Lbs,-2.6
1120,51.0,SUCH AS SOMETIMES THE ALIENS IN THE WESTERN SETTING DO LOOK A LITTLE GOOFY ,2WGyTLYerpo,-0.6
1528,25.0,BUT WHAT WHAT WOULD YOU DO FOR GREEN LANTERN MOVIE 2 THAT WOULD BE EVEN LIKE WORTH WHILE NOW ,2iD-tVS8NPw,-0.8
260,10.0,AND THERE ARE A FEW NICE MOMENTS,Bfr499ggo-0,1.0
472,23.0,ITS DEFINATELY GOT SOME FUN KEVIN SMITH MOMENTS IN IT FOR YOU TO LAUGH WITH UM,5W7Z1C_fDaE,1.8
774,27.0,IT FELT THE MOVIE SLOWED DOWN WHERES IT IN THE MIDDLE OF THIS,8d-gEyoeBzc,-1.4
860,14.0, STORYLINE WAS OK,Jkswaaud0hk,0.6
56,3.0,ITS VERY REMINSCENT OF DISTRICT,jUzDDGyPkXU,0.0
1150,18.0,OF COURSE ITS GONNA BE MAKING THEM LOOK GOOD JUST FINE,8qrpnFRGt2A,0.6
48,8.0,AND THERE IS LIKE SOMEONE WHILE SOMEONE THERE WAS A LOT OF ACTION ,03bSnISJMiM,0.0
115,4.0,WHICH I THOUGHT WAS AWESOME,6Egk_28TtTM,2.8
66,13.0,BUT ITS NOT ALWAYS QUITE EXPLAINED YOU KNOW LIKE EVERYTHING ABOUT THE ALIENS,jUzDDGyPkXU,-0.6
1222,26.0, I WILL EVEN PICK UP THIS MOVIE ON BLURAY UM ANYWAYS UM THE MOVIE FOR ME IS THREE STARTS OUT OF FIVE STARS THREE SOLID STARS,ZUXBRvtny7o,2.2
918,11.0, AND ALL I CAN IS HES A PRETTY AVERAGE GUY,nzpVDcQ0ywM,0.0
108,28.0,IT HAD ME LAUGHING OUT LOUD,k5Y_838nuGo,2.0
1141,9.0,AND MIGHT HAVE BEEN IT MIGHT HAVE MADE MORE SENSE ,8qrpnFRGt2A,-1.0
448,28.0, BECAUSE ITS IT IS A GIMMICK ULTMATELLY,LSi-o-IrDMs,-1.6
233,1.0,ITS ONE OF THOSE ROMANTIC COMEDIES THAT WE ALL DREAD,iiK8YX8oH1E,-2.6
118,7.0,BECAUSE IT IS A GOOD MOVIE,6Egk_28TtTM,2.2
1451,3.0,ITS PRETTY PRETTY SCARY LOOKING,Vj1wYRQjB-o,-0.8
1129,60.0,AND IM GONNA GIVE IT AN EIGHT OUT OF TEN,2WGyTLYerpo,2.2
586,7.0,OH MY GOD THE WHOLE MOVIE HAD A REALLY DRY DIALOGUE,Dg_0XKD0Mf4,-1.6
881,15.0,HES IN TERRIFIC SHAPE FOR A MAN TWICE MY AGE WHO LOOKS SIGNIFICANTLY BETTER THAN ME ,bvLlb-M3UXU,2.2
827,3.0,LIKE I DIDNT EXPECT IT TO BE GOOD,rnaNMUZpvvg,-0.8
380,21.0,BUT UH IT WAS WORTH THE FREE MOVIE PASSES THAT I USED ON IT,WKA5OygbEKI,1.6
979,14.0, I DEFINATELY RECOMMEND IT,6_0THN4chvY,2.2
987,8.0,THE PERFORMANCES ARE NAH,QN9ZIUWUXsY,-1.4
158,20.0, AND MY FRIEDNS WHO WERE THERE HAD NOTHING GOOD TO SAY ABOUT IT,Nzq88NnDkEk,-2.4
1081,12.0,I DIDNT EXPECT THE ACTION TO BE SO INTENSE,2WGyTLYerpo,1.2
549,32.0, LIKE EVERY SINGLE SCENE WAS CGI,d6hH302o4v8,-0.6
284,3.0,AND LIKE I DO JUMP ,Clx4VXItLTE,0.4
1410,7.0,BUT ALSO NOT VERY ORIGINAL,dq3Nf_lMPnE,-2.0
43,3.0, I MEAN THEY DID A LITTLE BIT OF IT ,03bSnISJMiM,-1.0
371,12.0,UNLESS YOU HAVE LITTLE KIDS TO BRING WITH YOU,WKA5OygbEKI,0.2
826,2.0,BUT IT WAS A FUN EXPERIENCE GOING,rnaNMUZpvvg,2.25
1355,13.0,I DIDNT REALLY LIKE BA BROTHER BEAR,cM3Yna7AavY,-1.6
1316,19.0,THERES MANY DIFFERENT WAYS OF SAYING SICK NOWADAYS,atnd_PF-Lbs,-0.25
263,13.0,ITS NOT EVEN NECESSARY FOR THE PLOT,Bfr499ggo-0,-1.6
750,3.0,UM WHICH I THINK RODRIGEZ WAS GOING FOR HE TH TH HE ALWAYS SAID THAT HE WAS GONNA DO THE SEQUEL UM HE WANTED THIS TO BE UM TH THE PREDATOR EQUIVALENT OF ALIENS,8d-gEyoeBzc,-0.2
514,16.0,I THOUGHT IT WAS ALL TOO COMMERCIAL IN THAT ASPECT,73jzhE8R1TQ,-0.2
973,8.0,UM I LOVE THE SCENE WHERE EEYORE AND POOH THINK THAT OWL IS GETTING SICK,6_0THN4chvY,2.0
460,11.0,JOHN GOODMAN ABSOLUTELY AMAZING,5W7Z1C_fDaE,2.6
1265,1.0, OH MY GOSH BAD MOVIE ,c7UH_rxdZv4,-2.8
125,2.0,AND I REALLY ENJOYED IT,TvyZBvOMOTc,2.2
1360,2.0,THE FIRST ONE WAS A LOT BETTER ,OQvJTdtJ2H4,-0.8
10,1.0,I CANT EXPRESS MY THOUGHTS AND FEELINGS ABOUT THIS MOVIE ADEQUATLY WITHOUT DESCRIBING SOME SPECIFIC THINGS IN THE THIRD ACT OF THE MOVIE,Af8D0E4ZXaw,-0.75
236,4.0, AND IF YOU CAN TOLERATE HER THE REST OF THE MOVIE ISNT ANY BATTER,iiK8YX8oH1E,-2.0
364,5.0,UM I PRETTY MUCH WILL GO SEE ANY MOVIE THAT KIND OF HAS AN INTERESTING PLOT IF HES IN IT,WKA5OygbEKI,0.6
513,15.0,BUT MY OPININ LIKE HE SHOULDNT HAVE AN IPHONE HE SHOULDNT CARE ABOUT THE LATEST TRENDS SO THATS REALLY WHAT THE LIEUTENANT XXX,73jzhE8R1TQ,-1.6
365,6.0,UM ITS NOT HIS BEST,WKA5OygbEKI,-1.4
628,7.0,NOT EXECTLY WHAT I WAS EXPECTING ,Ci-AH39fi3Y,0.6
1177,7.0, NOW UM BUT SOME OF THE BRUSH PLOT THAT YOU MEY THINK I HATED THIS MOVIE BUT YOURE WRONG ACTUALLY I DID,BvYR0L6f2Ig,1.2
687,3.0,I DONT KNOW IF FANS OF THE COMIC WOULD BE AS INCLINED TO SAY THE SAME BECAUSE I DONT KNOW HOW MUCH IT DIFFERS FROM THE COMIC OR RADIO PROGRAM THAT PEOPLE LIKE SO MUCH ,_dI--eQ6qVU,-0.2
359,23.0,BUT HES JUST THE CREEPIEST OLD GUY YOULL EVER SEE IN YOUR LIFE HE STANDS OVER PEOPLE WHEN THEYRE ASLEEP JUST STARING AT THEM,8OtFthrtaJM,-1.0
892,1.0, THIS IS HIS MOST ENGAGING ENDEVOUR YET,Iu2PFX3z_1s,2.4
495,22.0,AND THIS MOVIE IS REALLY MUCH MORE LIKE THE PLOT IS WHAT LITTLE THERE IS,Oz06ZWiO20M,-1.6
1233,3.0,YOU SHOULD TAKE YOUR KIDS,MLal-t_vJPM,1.6
692,8.0, AND HE FUNNIED UP THIS MOVIE BIG TIME TOTALLY,_dI--eQ6qVU,2.6
1285,21.0, HI IM PRETTY I HAVE A GIANT SMILE IM SUPPOSED TO KNOW THINGSUM WALK OF SCREEN,c7UH_rxdZv4,-0.8
794,17.0,AND SOME PEOPLE MIGHT THINK THAT THERES A LOT OF CHEAP TRICKS ,9J25DZhivz8,0.5
208,6.0,I DIDNT NEED ANY OF THAT CRAP,f9O3YtZ2VfI,-2.6
1421,3.0,OR BIG COLLECTOR OF THE ACTION FIGURES,wMbj6ajWbic,0.0
724,12.0,UM IT ALSO REALLY DIDNT NEED A LOT OF THE THINGS THAT IT HAD IN IT,zhpQhgha_KU,-1.4
1039,30.0, BUT UM HE DID A REALLY GOOD JOB AT ACTING,7JsX8y1ysxY,2.2
633,12.0,THE GREAT PLOT WAS WITH HOFFMAN TYING UP ALL LOOSE ENDS AND STUFF,Ci-AH39fi3Y,2.2
1456,8.0,UM THEY DID A GOOD JOB WITH CAR,Vj1wYRQjB-o,1.6
47,7.0,AND XXX BUT BESIDES THAT IT WAS ALL OVER PRETTY GOOD,03bSnISJMiM,0.8
1300,3.0,IM NOT EVEN GONNA GO TO THE LOWS TO MAKE A WHOLE NIGHT VIDEO ABOUT THIS MOVIE,atnd_PF-Lbs,-1.2
554,37.0,AND BORING,d6hH302o4v8,-2.2
1227,31.0,THE LIKABLE CHARACTERS MAKE THIS MOVIE A REALLY GOOD MOVIE,ZUXBRvtny7o,1.4
1073,4.0, IF YOURE EXPECTING SOME ARTSY SERIOUS OSCAR CONTENDER THAN YOURE WRONG,2WGyTLYerpo,-0.4
316,4.0,JUST BECAUSE I CANT STAND MOVIES THAT ARE SO PREDICTABLE,OtBXNcAL_lE,-2.0
301,20.0,AND I WOULD GO TO THE CINEMA AGAIN TO SEE IT ,Clx4VXItLTE,1.2
437,17.0,UM BUT THE THEY LOOKED AWESOME,LSi-o-IrDMs,1.6
465,16.0,AND IT IS ABSOLUTELY HORRIFYING,5W7Z1C_fDaE,-2.0
1209,13.0,AMAZING SPECIAL EFFECTS,ZUXBRvtny7o,2.2
1110,41.0,HIS GUTS DEVELOPED MORE AS MORE LIKEABLE CHARACTER,2WGyTLYerpo,0.6
568,8.0,LIKE IN SOME PARTS YOU HAD PEOPLE GETTING KILLED AND THE NEXT PART YOU HAD FART JOKES AND STUPID FRAT HUMOR AND ALL THAT OTHER CRAP,etzxEpPuc6I,-1.0
1397,9.0, YOU DONT FEEL THAT THESE TWO PEOPLE LOVE EACH OTHER,c5xsKMxpXnc,-1.4
305,24.0,HAH SO EVERYONE LIKE EVERYONE IN CINEMA WAS KIND LIKE ME ,Clx4VXItLTE,0.8
1026,17.0,SHE LOOKED LIKE A SUPERHERO,7JsX8y1ysxY,0.8
1439,21.0,UM THAT BEING SAID YOU CAN TELL THAT LOT PEOPLE WERE HAVING FUN WITH THIS,wMbj6ajWbic,1.6
834,10.0,AND EVEN HE WAS A DOUCHEBAG ALL OF THEM,rnaNMUZpvvg,-2.6
1230,34.0,SO YEAH IF YOU WANT TO HAVE FUN THIS WEEKEND GO WATCH IT WATCH THIS MOVIE,ZUXBRvtny7o,2.4
1200,4.0, I WAS HAPPY TO SEE IT,ZUXBRvtny7o,1.8
619,22.0,I ACTUALLY LIKE THE FILM,yDtzw_Y-7RU,2.0
726,14.0,BUT A LOT OF THE FOOTAGE WAS KIND OF UNNECESSARY,zhpQhgha_KU,-1.5
114,3.0,I LIKED GRIBBLE BECAUSE HE HELPED MILO GET MILOS MOTHER AWAY FROM THE ALIANS,6Egk_28TtTM,1.8
921,14.0, HE DOES SOME STEREOTYPICAL THINGS LIKE TALKING UH ABOUT BUSTING A CAP WHILE FLYING AN AIRPLANE,nzpVDcQ0ywM,0.2
218,16.0, THIS ALSO FALLS IN TO THE TRANDY IS VERY POPULAR THESE DAYS IF YOU DO A WHOLE ALL OF CGI ,f9O3YtZ2VfI,-1.0
1128,59.0, OVERALL I REALLY ENJOYED COWBOYS AND ALIENS,2WGyTLYerpo,2.0
221,19.0,MAKES HIM LOOK TOO TOO GOOD,f9O3YtZ2VfI,-0.6
648,27.0,IT WAS NOT A REAL HUGE SAW TWIST MOMENT,Ci-AH39fi3Y,-0.6
1286,22.0, UM YEAH THE CHARACTERS DIDNT CARE WEATHER THEY LIVED OR DIED,c7UH_rxdZv4,-2.4
533,16.0,WHOLE MOVIES VERY BORING,d6hH302o4v8,-2.0
818,16.0,THERES S SCENE IN A CAVE WHERE THEY FIGHT A GIANT MONSTER THAT REALLY REMINDS ME OF LIKE SOME SORT OF LORD OF THE RINGS MINES OF MORIA MOMENT,vyB00TXsimI,0.4
186,16.0,LIKE ALL THE SUNSETS AND ALL THE LANDSCAPES OF THE FILMS THEY JUST LOOKED SO REALISTIC IN EVERY ALMOST EVERY SCENE,W8NXH0Djyww,2.4
665,44.0,SO YOU KNOW I GUESS IT BALANCES OUT,Ci-AH39fi3Y,0.2
394,13.0,ANYWAYS SKIPPING PAST THAT SHES GOT THIS LIKE KICK A ATTITUDE ,I5y0__X72p0,0.4
493,20.0,AND THEN YOU KNOW PUT IN SOME ACTION OR SOME ROMANCE OR SEX OR WHATEVER LIKE TO KEEP PEOPLE SORT OF ENGAGED,Oz06ZWiO20M,0.8
522,5.0, HES HORRIBLE AT IT,d6hH302o4v8,-1.33333333333
1483,26.0,BECAUSE WHEN THE OLD FLYNN FINDS THESE THINGS WHATEVER THEY ARE THEYRE SO WISE AND NAIVE KINDA LIKE NAVI NOW THAT I THINK ABOUT IT,BioHAh1qJAQ,0.8
85,5.0,UM THEYVE BECOME QUITE A BIT OVERRATED,k5Y_838nuGo,-1.33333333333
1248,18.0,OTHER THEN THOSE TWO THINGS THIS IS A REALLY FUN FILM THAT YOU WILL ENJOY UNLESS YOU ARE SOLELESS PIECE OF MACHENERY,MLal-t_vJPM,-0.4
212,10.0, THE THE MOVIES IS TOO LONG ,f9O3YtZ2VfI,-2.0
1137,5.0,BECAUSE I THREE MAJOR COMPLAINTS I HAVE ABOUT THIS MOVIE,8qrpnFRGt2A,-1.4
855,9.0,GREAT STEAMY BEDROOM SCENES,Jkswaaud0hk,1.0
1368,10.0,I GIVE IT ABOUT ONE AND A HALF STARS ,OQvJTdtJ2H4,-2.0
571,11.0,LIKE LIKE EVEN THE ACTORS WERE JUST LIKE YOU KNOW ITS A MOVIE ABOUT A FUCKING TOY,etzxEpPuc6I,-1.6
160,22.0,OR GET IT AT UM UM RED BOX FOR A BUCK ,Nzq88NnDkEk,-0.5
1486,29.0,FOR SOME KIND OF FREAKY TELEPORTATION,BioHAh1qJAQ,0.0
593,14.0,AND THE DIALOGUE THREW ME OFF,Dg_0XKD0Mf4,-1.0
110,30.0,UM YEAH ITS ITS BETTER THAN THE THIRD ONE ABSOLUTELY,k5Y_838nuGo,1.6
20,11.0,BEFORE I GET TO THE NEGATIVES OF THE MOVIE LET ME LIST OFF A FEW OF THE POSITIVES,Af8D0E4ZXaw,0.4
470,21.0,ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY ,5W7Z1C_fDaE,2.0
1096,27.0,COZ THE ALIENS WERE REALLY COOL LOOKING,2WGyTLYerpo,1.8
211,9.0,IT DOSENT IT JUST ITS TOO MUCH CRAP IN HERE,f9O3YtZ2VfI,-2.2
264,14.0,I ALSO THOUGHT THAT DESERT RIDING THE CAMELS ALL TROUP STOPPED LOOKING LIKE CLOWNS,Bfr499ggo-0,-0.2
486,13.0, I THINK ITS REALLY MUCH MORE LIKE A MUSICAL ,Oz06ZWiO20M,0.6
1006,9.0,UM MAYBE BETTER LIKE NEXT TIME DREAMWORKS BUT FOR THIS ONE FOR ME IT JUST WASNT WHAT I WAS HOPING IT WOULD BE,PZ-lDQFboO8,-2.2
497,24.0,ITS REALLY LIKE LIKE IF YOU WENT TO GO SEE THE BALLET AND ITS ABOUT THE SPECTACLES,Oz06ZWiO20M,0.8
828,4.0,BUT ITS JUST SUCH A WASTE OF MONEY FOR THEM LIKE WHEN I SEE THE MOVIE THATS OBVIOUSLY HAD A VERY BIG BUDGET AND IT IS LIKE NOT EVEN GOOD IT MAKES ME ANGRY COZ IM JUST LIKE WHY ARE YOU WASTING SO MUCH MONEY ,rnaNMUZpvvg,-2.4
518,1.0, THIS MOVIE WAS HORRIBLE ,d6hH302o4v8,-2.8
1002,5.0,NOW IM NOT GONNA LIE THERERE A FEW PARTS THAT HAVE GREAT ACTION SEQUENCES NOW EVEN THOUGH IT IS AN ANIMATED FILM IT DID HAVE SOME GREAT FIGHT SCENES,PZ-lDQFboO8,1.4
63,10.0,THEY DESIGNED THE ALIENS IN A REALLY COOL UNIQUE WAY TO MAKE THEM LIKE BIOTIC BUT ALSO MECHANICAL,jUzDDGyPkXU,2.4
556,39.0,SEASON OF THE WITCH WAS HORRIBLE ACTING,d6hH302o4v8,-3.0
605,8.0,UM ITS NOT MY FORM ,yDtzw_Y-7RU,-1.5
185,15.0,ALL THE CINEMATOGRAPHY IN THIS MOVIE WAS GREAT,W8NXH0Djyww,2.4
1225,29.0,BUT IT WAS REALLY GOOD,ZUXBRvtny7o,2.2
1401,13.0, LIKE THEY HAVE THEIR OWN SEPARATE CHARACTER DEVELOPMENT BUT NONE WHERE THESE TWO SHOULD BE TOGETHER,c5xsKMxpXnc,-1.2
21,12.0, I LOVE JEFFREY RUSH AND MICHAEL CLARKE DUNCAN AS THE VOICE ACTORS,Af8D0E4ZXaw,1.4
1336,18.0, LIEB SCHRIEVER OR HOWEVER THE FUCK YOU SAY HIS NAME IS A FUCKING TREMENDOUSLY AWESOME ACTOR,cW1FSBF59ik,2.6
1526,23.0,BECAUSE YOU DONT ENTIRELY KNOW WHATS COMING NEXT,2iD-tVS8NPw,0.2
349,13.0,WHICH KIND OF JUST RUINS THE SUSPENSE RIGHT THERE BECAUSE IF YOUVE GOT SOME CONVENIENT GUY IN A FEDORA TO JUST TELL YOU OH YES WE ARE THE ADJUSTEMENT BUREAU AND THIS IS WHAT WE DO YOU KNOW ITS JUST KIND OF RUINS THE SUSPENSE,8OtFthrtaJM,-2.2
980,1.0, MAIN DRAW FOR ME FOR THIS MOVIE WAS JUST THE FACT THAT ITS SET IN THIS LIKE RIDICULOUS WORLD WITH ALL THESE BRIGHT BEAUTIFUL COLORS AND RIDICULOUS ACTION SEQUENCES,QN9ZIUWUXsY,0.4
298,17.0,BUT IT REALLY SURPRISED AS I SAID WHAT YOU WANNA GO HOME ,Clx4VXItLTE,-0.8
611,14.0, AND THIS FILM IS THIS AMAZING LIKE I SAY SLAVISH DEVOTION TO CHARLES DICKENS WITH AN AMUSEMENT PARK RIDE,yDtzw_Y-7RU,2.2
286,5.0,SO I THINK IM LIKE IMMUNE TO THEM ,Clx4VXItLTE,-0.6
679,14.0,IT USES UM AND THIS JUST DOESNT APPLY TO THE UM UM CREDIT SE SEQUENCE ON IT OWN BUT APPIES TO THE MOVIE AS A WHOLE IT REALLY KNOWS HOW TO USE S SLOW MOTION WITHOUT MAKING IT A GIMMICK,d3_k5Xpfmik,2.0
752,5.0,UM AND IM GONNA REALLY POINT OUT WHY THAT I DONT THINK HE REALLY PULLED HE PULLED THAT OFF,8d-gEyoeBzc,-2.0
694,10.0, AND THE HUMOR IT WAS KIND OF NECESSARY,_dI--eQ6qVU,1.0
76,23.0,BUT HE TOTALLY SELLS IT,jUzDDGyPkXU,1.2
1052,4.0,AND IT SEEMS TO ME THAN WHEN PRODUCTION COMPANIES START PUSHING MOVIES THAT FAR AHEAD AND WHEN THEY WERE GONNA BE RELEASED THAT USAUALLY MEANS THAT THEY ARE NOT GONNA BE GREAT,G-xst2euQUc,-2.0
1108,39.0,AT FIRST HES JUST KIND OF LIKE GRUMPY OLD GUY ,2WGyTLYerpo,-0.6
557,40.0,DULL ,d6hH302o4v8,-1.0
1322,4.0,SIGH I LOVE WHEN THEY SHOW ALL THE THE WAR SCENES ALL THE THE TIME THEY SPENT IN THE MILITARY AND SHIT,cW1FSBF59ik,1.6
152,14.0, MAYBE IT WAS COZ I WAS A KID BACK AT THAT DAY BUT MEDUSA WAS A LOT SCAR SCARIER THEN,Nzq88NnDkEk,-1.0
268,18.0,SO IF YOUR A FAN ID DO IT,Bfr499ggo-0,0.8
618,21.0,AND THATS A LOT TO BE SAID FOR A ONE MINUTE REVIEW,yDtzw_Y-7RU,0.2
955,4.0,IT REMINDED ME OF GETTING UP ON A SATURDAY MORNING AND EATING FRUIT LOOPS AND UM WATCHING CARTOONS,1DmNV9C1hbY,2.0
1378,4.0,BUT THE REAL STAR THAT FELL OUT OF THIS MOVIE WAS WILLIAM FICHTNER CHARACTER OR WILLIAM FICHTNER,Qr1Ca94K55A,1.4
1466,9.0, BUT YOU KNOW THE PACING IS SO GOOD,BioHAh1qJAQ,2.0
